id,name,manaCost,colors,type,power,toughness,artist,keywords,originalText,flavorText
1366,"Feral Deathgorger // Dusk Sight","{5}{B}","B","Creature — Dragon","3","5","Loïc Canavaggia","Deathtouch,Flying","Flying, deathtouch\nWhen this creature enters, exile up to two target cards from a single graveyard.",""
1367,"Feral Deathgorger // Dusk Sight","{1}{B}","B","Sorcery — Omen","","","Loïc Canavaggia","","Put a +1/+1 counter on up to one target creature. Draw a card. (Then shuffle this card into its owner's library.)",""
1368,"Gurmag Rakshasa","{4}{B}{B}","B","Creature — Demon","5","5","Johan Grenier","Menace","Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, target creature an opponent controls gets -2/-2 until end of turn and target creature you control gets +2/+2 until end of turn.","""It's a pity to hoard life essence in a form so weak. Give it to me."""
1369,"Hundred-Battle Veteran","{3}{B}","B","Creature — Zombie Warrior","4","2","Wayne Wu","","As long as there are three or more different kinds of counters among creatures you control, this creature gets +2/+4.\nYou may cast this card from your graveyard. If you do, it enters with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)","She's eager to start a new winning streak."
1370,"Kin-Tree Nurturer","{2}{B}","B","Creature — Human Druid","2","1","Loïc Canavaggia","Endure,Lifelink","Lifelink\nWhen this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","""Thank the ancestors. A few more weeks, and we would have discovered nothing but dead wood and lost kin."""
1371,"Krumar Initiate","{1}{B}","B","Creature — Human Cleric","2","2","Josu Solano","Endure","{X}{B}, {T}, Pay X life: This creature endures X. Activate only as a sorcery. (Put X +1/+1 counters on it or create an X/X white Spirit creature token.)","""Welcome,"" the spirits of House Emesh whispered to Cemal. ""Welcome, newest sprout of our Kin-Tree."""
1372,"Nightblade Brigade","{2}{B}","B","Creature — Goblin Soldier","1","3","Gary Laib","Deathtouch,Mobilize,Surveil","Deathtouch\nMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhen this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",""
1373,"Qarsi Revenant","{1}{B}{B}","B","Creature — Vampire","3","3","Lorenzo Mastroianni","Deathtouch,Flying,Lifelink","Flying, deathtouch, lifelink\nRenew — {2}{B}, Exile this card from your graveyard: Put a flying counter, a deathtouch counter, and a lifelink counter on target creature. Activate only as a sorcery.","""Evil wears many faces. Keep your windows closed at night, or it might wear yours.""\n—Sultai warning"
1374,"Rot-Curse Rakshasa","{1}{B}","B","Creature — Demon","5","5","Chris Rahn","Decayed,Trample","Trample\nDecayed (This creature can't block. When it attacks, sacrifice it at end of combat.)\nRenew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.",""
1375,"Salt Road Skirmish","{3}{B}","B","Sorcery","","","Arif Wijaya","","Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.","Dariya's first mistake was thinking they could short the Mardu trader on a deal. Their last was not considering the trader would bring backup."
1376,"Sandskitter Outrider","{3}{B}","B","Creature — Goblin Soldier","2","1","Arif Wijaya","Endure,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)","""There's a new sinkhole, seven leagues east. I'll take Scratchy."""
1377,"Scavenger Regent // Exude Toxin","{3}{B}","B","Creature — Dragon","4","4","John Tedrick","Flying,Ward","",""
1378,"Scavenger Regent // Exude Toxin","{X}{B}{B}","B","Sorcery — Omen","","","John Tedrick","","",""
1379,"The Sibsig Ceremony","{B}{B}{B}","B","Legendary Enchantment","","","Eli Minaya","","Creature spells you cast cost {2} less to cast.\nWhenever a creature you control enters, if you cast it, destroy that creature, then create a 2/2 black Zombie Druid creature token.","""Once flesh, now gold and jade. Once dead, now alive again. Once respected, now honored beyond imagination."""
1380,"Sidisi, Regent of the Mire","{1}{B}","B","Legendary Creature — Zombie Snake Warlock","1","3","Diana Franco","","{T}, Sacrifice a creature you control with mana value X other than Sidisi: Return target creature card with mana value X plus 1 from your graveyard to the battlefield. Activate only as a sorcery.","As the rebels breached Qarsi Palace, she realized her time in power was at its end."
1381,"Sinkhole Surveyor","{1}{B}","B","Creature — Bird Scout","1","3","Warren Mahy","Endure,Flying","Flying\nWhenever this creature attacks, you lose 1 life and this creature endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","Vast sinkholes in the Shifting Wastes revealed long-buried structures—and long-buried dangers."
1382,"Strategic Betrayal","{1}{B}","B","Sorcery","","","Flavio Greco Paglia","","Target opponent exiles a creature they control and their graveyard.","As Sultai blades threatened Qatros city walls, Mehtma of House Fenzala turned her weapons on her political rivals."
1383,"Unburied Earthcarver","{1}{B}","B","Creature — Human Warrior","2","2","Inkognit","","{2}, Sacrifice another creature: Put a +1/+1 counter on this creature.","""Unless you actually see my spirit join the Kin-Tree, never assume me so unprofessional as to die on the job.""\n—Ezcul of House Zanhar"
1384,"Unrooted Ancestor","{2}{B}","B","Creature — Spirit Cleric","3","2","Elizabeth Peiró","Flash","Flash\n{1}, Sacrifice another creature: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)","Abzan spirits bereft of a Kin-Tree are condemned to a restless existence. Absent the purpose of family connection, many grow angry and violent."
1385,"Venerated Stormsinger","{3}{B}","B","Creature — Orc Cleric","3","3","Elizabeth Peiró","Mobilize","Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhenever this creature or another creature you control dies, each opponent loses 1 life and you gain 1 life.",""
1386,"Wail of War","{2}{B}","B","Instant","","","Izzy","","Choose one —\n• Creatures target opponent controls get -1/-1 until end of turn.\n• Return up to two target creature cards from your graveyard to your hand.","Mardu war shrieks ensure their enemies are defeated before the battle even starts."
1387,"Worthy Cost","{B}","B","Sorcery","","","Andrew Mar","","As an additional cost to cast this spell, sacrifice a creature.\nExile target creature or planeswalker.","""'Victory is survival' is the tenet that guides us. My love, know that I will always ensure your survivial.""\n—Duvir, Mardu warrior, final letter"
1388,"Yathan Tombguard","{2}{B}","B","Creature — Human Warrior","2","3","Xavier Ribeiro","Menace","Menace (This creature can't be blocked except by two or more creatures.)\nWhenever a creature you control with a counter on it deals combat damage to a player, you draw a card and you lose 1 life.","""Our khan would grant you clemency. She is naive. And unfortunately for you, she is also not here."""
1389,"Breaching Dragonstorm","{4}{R}","R","Enchantment","","","Danny Schwartz","","When this enchantment enters, exile cards from the top of your library until you exile a nonland card. You may cast it without paying its mana cost if that spell's mana value is 8 or less. If you don't, put that card into your hand.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.",""
1390,"Channeled Dragonfire","{R}","R","Sorcery","","","Jorge Jacinto","Harmonize","Channeled Dragonfire deals 2 damage to any target.\nHarmonize {5}{R}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",""
1391,"Cori-Steel Cutter","{1}{R}","R","Artifact — Equipment","","","Xabi Gaztelua","Equip,Flurry","Equipped creature gets +1/+1 and has trample and haste.\nFlurry — Whenever you cast your second spell each turn, create a 1/1 white Monk creature token with prowess. You may attach this Equipment to it. (Whenever you cast a noncreature spell, the token gets +1/+1 until end of turn.)\nEquip {1}{R}",""
1392,"Devoted Duelist","{1}{R}","R","Creature — Goblin Monk","2","1","Nathaniel Himawan","Flurry,Haste","Haste\nFlurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.","""Arrows? Ha! Wood and feather? Toys!"""
1393,"Dracogenesis","{6}{R}{R}","R","Enchantment","","","Kai Carpenter","","You may cast Dragon spells without paying their mana costs.","""Let the dragonstorms rage. Let what seeks sustenance feed. Let Tarkir be what it was always meant to be.""\n—Sarkhan"
1394,"Equilibrium Adept","{3}{R}","R","Creature — Dog Monk","2","4","Leroy Steinmann","Flurry","When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.\nFlurry — Whenever you cast your second spell each turn, this creature gains double strike until end of turn.","He regained balance while his opponent regained consciousness."
1395,"Fire-Rim Form","{1}{R}","R","Enchantment — Aura","","","Filipe Pagliuso","Enchant,Flash","Flash\nEnchant creature\nWhen this Aura enters, enchanted creature gains first strike until end of turn.\nEnchanted creature gets +2/+0.",""
1396,"Fleeting Effigy","{R}","R","Creature — Elemental","2","2","Darren Tan","Haste","Haste\nAt the beginning of your end step, return this creature to its owner's hand. (Return it only if it's on the battlefield.)\n{2}{R}: This creature gets +2/+0 until end of turn.","The brushfires of Cori Mountain take on a life all their own."
1397,"Iridescent Tiger","{4}{R}","R","Creature — Cat","3","4","Fajareka Setiawan","","When this creature enters, if you cast it, add {W}{U}{B}{R}{G}.","The power of the dragonstorms transformed not only the land but many of the creatures within it."
1398,"Jeskai Devotee","{1}{R}","R","Creature — Orc Monk","2","2","Xavier Ribeiro","Flurry","Flurry — Whenever you cast your second spell each turn, this creature gets +1/+1 until end of turn.\n{1}: Add {U}, {R}, or {W}. Activate only once each turn.","A master of the Whirling Blade technique, he did not hesitate to leap to the monastery's defense."
1399,"Magmatic Hellkite","{2}{R}{R}","R","Creature — Dragon","4","5","Tyler Walpole","Flying","Flying\nWhen this creature enters, destroy target nonbasic land an opponent controls. Its controller searches their library for a basic land card, puts it onto the battlefield tapped with a stun counter on it, then shuffles. (If a permanent with a stun counter would become untapped, remove one from it instead.)",""
